TraitName,Timepoint,Domain,Group,Trait,BW.Var,Age.Var,coef,p_add,q_add,p_int,q_int,coef_AL,p_AL,q_AL,coef_1D,p_1D,q_1D,coef_2D,p_2D,q_2D,coef_20,p_20,q_20,coef_40,p_40,q_40,N_AL,N_1D,N_2D,N_20,N_40
Y3_CBC_NumRetic,Y3,CBC,Hematology,NumRetic,Y3_CBC_BWTest,Y3_CBC_AgeInDays,-0.04773598850681607,0.12963927666665978,0.3001547476576945,0.7687971897546557,0.9924766770581845,-0.07170342107978496,0.2461956325211546,0.6019648722358368,-0.0013673893692200858,0.9721307344729537,0.9941196000594554,0.01109297786753492,0.8544238805945062,0.9558138113587307,-0.09986790473835938,0.06330027647950578,0.33325733793622164,-0.013344914111305032,0.8543229393313463,0.9744585976097913,14,28,36,50,79
Y3_CBC_NumWBC,Y3,CBC,Hematology,NumWBC,Y3_CBC_BWTest,Y3_CBC_AgeInDays,0.03680150351892216,0.2768471287390932,0.4794891323398136,0.9068033583420677,0.9944097161284644,-0.05106895411006912,0.5599559144205746,0.8278111147207258,-0.006373527602961279,0.8920157115770497,0.9925311324188524,0.07783782919551042,0.15972861314367806,0.4506628727982346,0.04245707549479328,0.5441784452397447,0.8117328474826192,0.04215518257426214,0.5643152822440124,0.8875230062104702,14,28,37,50,79
Y3_CBC_PDWcv,Y3,CBC,Hematology,PDWcv,Y3_CBC_BWTest,Y3_CBC_AgeInDays,-0.024141678157773298,0.4380126811978584,0.6597680553607909,0.9980020252302998,0.9990746226857511,-0.00485583191443886,0.9451409924244024,0.9809352858627503,-0.044649349290454124,0.28380447731314423,0.6659570408239127,-0.050400561405233246,0.2564356846164237,0.5788119738484991,-0.02085152047727521,0.7386135341888037,0.9055604289027114,-0.012138787803846477,0.858353662612093,0.9744585976097913,14,28,37,50,79
Y3_CBC_PercEos,Y3,CBC,Hematology,PercEos,Y3_CBC_BWTest,Y3_CBC_AgeInDays,0.037968391975114986,0.24154065457622775,0.44104277146652426,0.9117342267650873,0.9944097161284644,0.04035285408443349,0.6198105947549424,0.8695189391626259,0.02163254951225288,0.5959276438434786,0.8994784328150083,0.019549536037822557,0.7398694602674079,0.9209377617460857,0.0016741645486013515,0.9756566379554621,0.9988489047949796,0.09513197777936859,0.19811187113219453,0.5992648008592136,14,28,37,50,79
Y3_CBC_PercLymph,Y3,CBC,Hematology,PercLymph,Y3_CBC_BWTest,Y3_CBC_AgeInDays,0.13501611019415785,1.8890961014956243e-5,1.943070275824071e-4,0.5542941489680953,0.9759910488507807,0.06422520550858857,0.5107949806565641,0.8123922595829215,0.059379712581429385,0.12697109496282283,0.4701898360342033,0.09069092759659932,0.023006167715954994,0.1514572707967037,0.2185810239155425,5.172103510200621e-4,0.02057347840724247,0.13742284984454284,0.09313281341548273,0.4632486427731064,14,28,37,50,79
Y3_CBC_PercMono,Y3,CBC,Hematology,PercMono,Y3_CBC_BWTest,Y3_CBC_AgeInDays,0.03708972824600033,0.2382257359086427,0.4402727461860841,0.9131161811705769,0.9944097161284644,-0.13905045308776742,0.35031612970647463,0.6900457829657756,0.0210692288132198,0.5330918851141944,0.8573882801040513,0.06114613230928283,0.1700750770392223,0.461539617461401,0.09453607568643961,0.11114176008688202,0.4301486498497704,0.022281691641255756,0.7601942092598111,0.952661299042952,14,28,37,50,79
Y3_CBC_PercNeut,Y3,CBC,Hematology,PercNeut,Y3_CBC_BWTest,Y3_CBC_AgeInDays,-0.1541193111977951,1.0376625599432665e-6,1.7374814957189582e-5,0.4799761221593125,0.9396125275749886,-0.11945277970529387,0.2568488914272781,0.6089023106825466,-0.06694153464998824,0.08323666626264391,0.38935045863644613,-0.1014656965406113,0.012123023726574906,0.11341407723150997,-0.23020331330502927,1.2568398287436582e-4,0.011248716467255742,-0.17014077700596006,0.03933615548394872,0.31341704750049176,14,28,37,50,79
Y3_CBC_PercRetic,Y3,CBC,Hematology,PercRetic,Y3_CBC_BWTest,Y3_CBC_AgeInDays,-0.08261416045126295,0.008055763186139766,0.03580339193839896,0.7881828518864122,0.992485414532811,-0.09960640151928228,0.138918621886452,0.48268828828862953,-0.0169581697513162,0.6502045550929941,0.9234390865506116,-0.04923757461275249,0.3329309074953346,0.6557171058980136,-0.14162195906579095,0.009421397700947437,0.11372648440912077,-0.0543237215601006,0.4683006922128703,0.8098900242115482,14,28,36,50,79
Y3_CBC_RDWcv,Y3,CBC,Hematology,RDWcv,Y3_CBC_BWTest,Y3_CBC_AgeInDays,-0.1367422987820486,2.1757638254351885e-5,2.1757638254351887e-4,0.4407601609486138,0.9396125275749886,-0.08725395352159242,0.22284917851712863,0.5838597919959421,-0.0444374660591651,0.23589523881137492,0.6166232161576748,-0.11584838376826997,0.0505280414087894,0.23950291627766176,-0.13308094202383225,0.01715467375388939,0.17299642827865921,-0.2100314112203033,0.010689765324267487,0.14919488772025763,14,28,37,50,79
Y3_Echo_BPM,Y3,Echo,Health,BPM,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.010793290857589066,0.7262740549213134,0.8594093640548448,0.2847731595217073,0.8670001603734809,-0.1579771684743873,0.14849930428250835,0.49522791242120223,0.017485272466012777,0.6783628519463172,0.9329731283734716,-0.10479999307535252,0.07859349282256757,0.2948773303910036,0.11062173146100603,0.06521337464999576,0.3336055215967348,-0.03396290687619932,0.565468244463211,0.8875230062104702,17,33,41,54,91
Y3_Echo_CardiacOutput,Y3,Echo,Health,CardiacOutput,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.043715615258099805,0.19031662233924124,0.3904607273746445,0.9966861367411274,0.9990746226857511,0.008436762868351355,0.9136778895561479,0.979189940229395,-0.036005515966118784,0.4023981962432591,0.788168367848367,-0.048632461581537445,0.3865350314174131,0.6940060791358098,0.01482942289021544,0.8298902917409504,0.9377617403540558,-0.0717651439460302,0.31738231836705133,0.7232654755095304,17,33,41,54,91
Y3_Echo_EF,Y3,Echo,Health,EF,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.05717351710311734,0.05951011642389876,0.17207744508115302,0.19047283512157753,0.8151783836453229,-0.006968079505028831,0.9134090811996457,0.979189940229395,-0.0013144556369438054,0.971857271075075,0.9941196000594554,-0.09822934049655585,0.04767105430767754,0.2326926718514799,0.06417796517196932,0.350031853183427,0.6806428993306688,-0.12595152140511157,0.05750471627592864,0.3412603479003401,17,34,41,56,91
Y3_Echo_FS,Y3,Echo,Health,FS,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.061125788911067305,0.04383182389203006,0.13429324766919848,0.17915666264661156,0.807428078117364,-0.007153616809793724,0.910865252286853,0.979189940229395,8.325527979966508e-4,0.9822636515521608,0.9941196000594554,-0.10069844417361139,0.0426842597421253,0.21991672954094993,0.05897365750981547,0.39186661350015894,0.7139351024583048,-0.1314826461619281,0.04606289677597064,0.3216377512628721,17,34,41,56,91
Y3_Echo_IVSdia,Y3,Echo,Health,IVSdia,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.002117496499631335,0.9450055223791537,0.9761893487991258,0.24806816631945733,0.8576938066957981,0.04006652906518241,0.6880812193665797,0.9028760852982296,0.09774491088518251,0.011595464215605018,0.14285762736332688,-0.09149687946261154,0.07921458523865216,0.2948773303910036,0.05286104899305902,0.2918718776958888,0.6332735285765345,-0.06250149724465681,0.36997587232888085,0.7691114361599931,17,34,41,56,91
Y3_Echo_IVSsys,Y3,Echo,Health,IVSsys,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.006908505505311583,0.8225386221613896,0.9258690957595777,0.18663482757420932,0.8083761507581716,0.01816549963983395,0.8211784515136411,0.9527264558823312,0.04808923335804177,0.24428663232645137,0.6225369017351503,-0.1109959648364641,0.022202726546164703,0.1509984497277154,0.08899486048367986,0.08988266792056955,0.4073163938678975,-0.05934629235393931,0.39024071603636357,0.786665945869479,17,34,41,56,91
Y3_Echo_LVIDdia,Y3,Echo,Health,LVIDdia,Y3_Echo_BWTest,Y3_Echo_AgeInDays,0.002956706791499213,0.9268171199661525,0.9727377520897807,0.2352693393924472,0.8576938066957981,0.054435837911981456,0.5037861741973595,0.8123922595829215,-0.01683759529080728,0.68206649179288,0.9329731283734716,0.0663367106122431,0.2940587514395224,0.6113326674663756,-0.09868885811603911,0.11000455004339935,0.4301486498497704,0.048349009295676516,0.47780686674152084,0.8206232141025356,17,34,41,56,91
Y3_Echo_LVIDsys,Y3,Echo,Health,LVIDsys,Y3_Echo_BWTest,Y3_Echo_AgeInDays,0.0413012867226629,0.1795739478537867,0.37694822873098077,0.09364731814433067,0.6801254721795329,0.025555530247403237,0.7286342458741675,0.9140520782322075,-0.010818463162975845,0.781777269004203,0.987288877907617,0.10930028882117226,0.035987730886222404,0.19571589733581585,-0.09120576456305766,0.15710156148692742,0.49771999125946914,0.10506723276954943,0.1121783296410963,0.5080177858268755,17,34,41,56,91
Y3_Echo_LVMass,Y3,Echo,Health,LVMass,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.011666703858001982,0.7327979605355914,0.860708860661706,0.8737974365905324,0.9944097161284644,0.05335764192957752,0.5351365166810593,0.8123922595829215,-7.301393830735442e-4,0.9878136581509624,0.9948095055882922,-0.02820758110769102,0.6690480665261571,0.8924825052534667,-0.02882667053627993,0.6402120404729086,0.8616387612379748,-0.014398450792273235,0.8367318592688893,0.9744585976097913,17,34,41,56,91
Y3_Echo_LVPWdia,Y3,Echo,Health,LVPWdia,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.014971853260313962,0.6385158010850516,0.807963755327306,0.9888749016535703,0.9989402813360714,0.001784111621549491,0.9842313262976367,0.9925370758866462,-0.019721296371779003,0.656574085308552,0.9244043062462979,-0.05223945745405708,0.39446739123030283,0.7046892340822747,0.006756136934240591,0.9078379805483596,0.9730718474141099,-0.033703975614436346,0.6133820780268656,0.9181361210044242,17,34,41,56,91
Y3_Echo_LVPWsys,Y3,Echo,Health,LVPWsys,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.04771400366742738,0.13934849100546226,0.31650130449190167,0.7115516173344516,0.9910284616491165,0.020968129942806956,0.7704739493746529,0.9268956739960169,-0.027710339957212917,0.5232358806208508,0.855220025566494,-0.044803478298056656,0.42489739295233,0.7279567382870039,0.011893605865987375,0.836140466105863,0.9416270153689706,-0.14978052081456722,0.04779293968776881,0.32673827036541947,17,34,41,56,91
Y3_Echo_LVVoldia,Y3,Echo,Health,LVVoldia,Y3_Echo_BWTest,Y3_Echo_AgeInDays,0.002875423875270965,0.9288449415650604,0.9727377520897807,0.22836313396204805,0.8529889281115371,0.055408062269729,0.49537361238804223,0.8067412131224443,-0.0163654165419651,0.6902164072073784,0.9329731283734716,0.06884373125301668,0.27742989497139164,0.5980253718406436,-0.09902073266781004,0.10725134403881553,0.4301486498497704,0.04849558424276873,0.4778312385913498,0.8206232141025356,17,34,41,56,91
Y3_Echo_LVVolsys,Y3,Echo,Health,LVVolsys,Y3_Echo_BWTest,Y3_Echo_AgeInDays,0.04116155160582082,0.18082324068509656,0.378467247945551,0.0889419800585769,0.6627986574401008,0.024014113794788454,0.7434108439396094,0.9140546445787183,-0.008667825364278433,0.8253409679952216,0.9925311324188524,0.11101724317064421,0.03330833659401772,0.1864742308531228,-0.09160031603044617,0.1491042269842388,0.47660101125319193,0.10487253117671147,0.11344492289326295,0.5105021530196833,17,34,41,56,91
Y3_Echo_StrokeVolume,Y3,Echo,Health,StrokeVolume,Y3_Echo_BWTest,Y3_Echo_AgeInDays,-0.04488043587747186,0.16135574275863762,0.3465267650326448,0.9541829003607262,0.9944097161284644,0.028233235270022614,0.6996184594501066,0.9067604205261349,-0.03926065599088843,0.3302197986394231,0.723083989777424,-0.021567726296935652,0.7154093590202197,0.909167056025432,-0.05427303231463063,0.3878736171945334,0.7122721422022609,-0.05724870547932724,0.4201660110621468,0.8017078724925026,17,34,41,56,91
Y3_FLOW_B.CD11BposPercB,Y3,FLOW,Immune,B.CD11BposPercB,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.09409546307650943,1.7730308047465704e-4,0.0014843978830436405,0.7645260330508925,0.9924766770581845,-0.022142479330254206,0.6399018427979395,0.8806326704148226,-0.10718283679519922,0.011646694615160703,0.14285762736332688,-0.0816846864149179,0.11767551898472683,0.37985998037588903,-0.09940609717003639,0.06480422725938795,0.3336055215967348,-0.11626463611147997,0.07870266065651703,0.42601124582974814,72,93,92,107,118
Y3_FLOW_B.CD62LposPercB,Y3,FLOW,Immune,B.CD62LposPercB,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.016007663754276466,0.5356918970427713,0.7426093080465631,0.7347811932066801,0.9910284616491165,-0.05014494887196359,0.20787871103855457,0.5659027721673842,-0.021830086679679322,0.62617768130578,0.9101045339930521,0.0010612235048964294,0.9820674539233052,0.9904254748077589,0.024767817245084894,0.7092778693063561,0.8940897084918151,-0.037612625849165596,0.6181257601411885,0.9205818561697598,72,93,92,107,118
Y3_FLOW_B.NKG2DposPercB,Y3,FLOW,Immune,B.NKG2DposPercB,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.08013352918589256,0.001774825988862439,0.010452194772720821,0.2504883248180028,0.8576938066957981,0.026366089398648054,0.5078822135599081,0.8123922595829215,-0.0881094049979283,0.040713747596739285,0.28067714984137154,-0.0781863321951479,0.11772873274883376,0.37985998037588903,-0.17241785435102353,0.004178559888658751,0.062330185005826363,-0.08367625634162945,0.2663594485201201,0.6911736054664431,72,93,92,107,118
Y3_FLOW_B.PercLymph,Y3,FLOW,Immune,B.PercLymph,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.026400432532535767,0.3183578166079861,0.5305963610133102,0.694696167616133,0.9910284616491165,0.073795335417613,0.06709532598938688,0.3549400535121186,0.013737500883586239,0.736214869559246,0.9586973850853918,0.0019288970945287541,0.9687277658233848,0.9891054775004808,0.09386681906331085,0.16276909836118805,0.5067072801156984,-0.07244548957788681,0.38925198320498344,0.786665945869479,72,93,92,107,118
Y3_FLOW_CD4T.CD25posPercCD4T,Y3,FLOW,Immune,CD4T.CD25posPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.012476702989779365,0.6208152286496567,0.7967682078926075,0.14017213425086344,0.7371183765004591,-0.05491881502216455,0.2255387672264742,0.5838597919959421,0.017594743701260053,0.6560002744716703,0.9244043062462979,0.07842816057655536,0.09053618555348747,0.31866944519074053,0.07555080950860898,0.23347339025380046,0.5784323440197964,-0.10421911521079005,0.15389676307386266,0.5586617472820697,72,93,92,107,118
Y3_FLOW_CD4T.CD62LnegCD44negPercCD4T,Y3,FLOW,Immune,CD4T.CD62LnegCD44negPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.03911186736511059,0.1192421234790337,0.28334762014819886,0.0883845959647005,0.6627986574401008,0.06551890984047559,0.15072048377928363,0.49839017652084305,-0.03886105029316759,0.33985856003007253,0.7327051457961464,-0.018343014705334126,0.7208536463562296,0.9129836308841242,0.015074717374831167,0.804177596399191,0.9357150472376049,0.13022786600527478,0.0400828124891898,0.31341704750049176,72,93,92,107,118
Y3_FLOW_CD4T.CD62LnegCD44posPercCD4T,Y3,FLOW,Immune,CD4T.CD62LnegCD44posPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.08990220254363919,4.262143958938874e-4,0.0031060727761560523,0.13364061021271312,0.7371183765004591,-0.10568804276454237,0.04475428498324842,0.28476514119624186,0.0038854678308695326,0.9248586542452746,0.9925311324188524,-0.09101924569313537,0.05618676413111848,0.24874360341062346,-0.19429274591752652,0.0021969715958663405,0.04671401813970607,-0.08659917655179239,0.1859855624410328,0.5992648008592136,72,93,92,107,118
Y3_FLOW_CD4T.CD62LposCD44negPercCD4T,Y3,FLOW,Immune,CD4T.CD62LposCD44negPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.10297677137272424,4.322641509884522e-5,3.9396226419200706e-4,0.3155151074307372,0.9038062240745022,0.1178999435370209,0.018668129305611496,0.1784673161616459,0.026478007352827373,0.5284622952745687,0.8572325497628717,0.11411075608427655,0.025169749308758017,0.15826123834878747,0.17973139365461344,0.004093034296654738,0.062330185005826363,0.08906545571633434,0.13346792873609606,0.5440202375029981,72,93,92,107,118
Y3_FLOW_CD4T.CD62LposCD44posPercCD4T,Y3,FLOW,Immune,CD4T.CD62LposCD44posPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.0028771506893680078,0.9087099160980042,0.9608045621112876,0.5260350699793208,0.9607154935269204,0.004648503979695398,0.919669137312649,0.979189940229395,0.007379426092739797,0.866304420477241,0.9925311324188524,0.024346400598514166,0.6025141594229537,0.8466157457504351,0.04434599617849108,0.49225108325839895,0.7695487177986206,-0.06644063985757306,0.27749210888457737,0.698383227114909,72,93,92,107,118
Y3_FLOW_CD4T.NKG2DposPercCD4T,Y3,FLOW,Immune,CD4T.NKG2DposPercCD4T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.03224583768284981,0.20199598232875507,0.40738685511681694,0.2916397062852837,0.8737039534129957,-0.04739127454204867,0.2055800537360907,0.5659027721673842,0.03526861079922511,0.4812746230412821,0.8373411947488627,0.045042325732025316,0.33884161260118784,0.6618582048336389,-0.0933629529679138,0.09777787210034798,0.4187815996974121,-0.08531842015912479,0.24547478460290265,0.6611082267146355,72,93,92,107,118
Y3_FLOW_CD4T.PercT,Y3,FLOW,Immune,CD4T.PercT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.031519740696020045,0.2114496393078364,0.41894991769864814,0.6020875530510899,0.9853220318120754,0.02904373618067032,0.4747450493095484,0.7981971520419145,0.014393188845618176,0.7241403801541416,0.9567071841231026,-0.032066365466222664,0.5019725190039686,0.7862186565773597,-0.06643267162862733,0.26056505989630796,0.6084456680946219,-0.08003215106460394,0.29515965117976867,0.7046999223434042,72,93,92,107,118
Y3_FLOW_CD8T.CD62LnegCD44negPercCD8T,Y3,FLOW,Immune,CD8T.CD62LnegCD44negPercCD8T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.045295600159101716,0.07107747664174209,0.19370137158342057,0.46338968716571616,0.9396125275749886,-0.03699689294539722,0.37535931921638244,0.7170107167742406,0.022520638036722905,0.6018303691028318,0.9008450366991863,-0.1005662262468545,0.03368538484748342,0.18711178614500557,-0.10022713849936772,0.08952764065250841,0.4073163938678975,-0.0025905527044596,0.9703073860696354,0.9939039639491546,72,93,92,107,118
Y3_FLOW_CD8T.CD62LnegCD44posPercCD8T,Y3,FLOW,Immune,CD8T.CD62LnegCD44posPercCD8T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.158953994688408,5.574890909708208e-10,1.6724672729124625e-8,0.108864979052571,0.7126479570831467,-0.10391631815853301,0.0455987144814616,0.28679191476498217,-0.08393953650575006,0.03161666735624139,0.24434185315530033,-0.21086746947892904,1.3289536376443346e-4,0.0067491859740365845,-0.2682392068338478,4.8384864469184654e-6,8.660890739984053e-4,-0.17102131296806466,0.011459141034386455,0.15591488116189153,72,93,92,107,118
Y3_FLOW_CD8T.CD62LposCD44negPercCD8T,Y3,FLOW,Immune,CD8T.CD62LposCD44negPercCD8T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.11351823367762215,7.271450122700774e-6,8.725740147240928e-5,0.6595673472570694,0.9884909207373337,0.14216549661107297,0.0027421755106877463,0.0702192800415398,0.08765890210949279,0.029941034212508932,0.23552193606750277,0.11192836103333774,0.061514319120113944,0.2629236251932905,0.16889117089802075,0.004871459158682012,0.06972160802766575,0.08719852360386653,0.14617117094696558,0.5586617472820697,72,93,92,107,118
Y3_FLOW_CD8T.CD62LposCD44posPercCD8T,Y3,FLOW,Immune,CD8T.CD62LposCD44posPercCD8T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.017890983275982687,0.47602481832599963,0.6923997357469086,0.5798302059368793,0.9853220318120754,0.016674930491353636,0.7027662084402584,0.9067604205261349,-0.05256135694750676,0.2042013426030259,0.5683492490061034,0.08889118590278035,0.08489944715752713,0.30399828080223784,0.03186604020623659,0.602430534452011,0.8416919673786938,0.019476888936832408,0.7581374215793201,0.952661299042952,72,93,92,107,118
Y3_FLOW_CD8T.NKG2DposPercCD8T,Y3,FLOW,Immune,CD8T.NKG2DposPercCD8T,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.04519276993373607,0.07531003667197163,0.2023254716560432,0.8680373779302706,0.9944097161284644,-0.10098299625844939,0.0091362771635088,0.1364731401299127,-0.03939260665854332,0.3738767530250777,0.766113723578674,-0.02122880131426381,0.6962074401666704,0.9031600846592592,-0.040561582260526814,0.491684133487453,0.7695487177986206,-0.053929026794591,0.4443182637928901,0.8017078724925026,72,93,92,107,118
Y3_FLOW_CD8T.PercT,Y3,FLOW,Immune,CD8T.PercT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.061060933206785864,0.01497620917780403,0.05952550902636429,0.6249286245060666,0.9853220318120754,0.00896982424135415,0.8274730489098999,0.9553915878718169,0.03670604049368956,0.3479639969297438,0.735013486072633,0.03659313309915832,0.4551020456894258,0.7488208389441356,0.08847054087592784,0.1296894174301091,0.44647105228999867,0.11190036783604006,0.15223199030021667,0.5586617472820697,72,93,92,107,118
Y3_FLOW_CLLlike.PercViable,Y3,FLOW,Immune,CLLlike.PercViable,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.03768438080882065,0.13686577096582714,0.3148350003047781,0.8157195935539046,0.992485414532811,0.10903404160179493,0.024111940890499967,0.19673977836458814,0.009955019052858382,0.7917821473151514,0.9925311324188524,0.013686530499435136,0.7810443585747161,0.9348864292030693,0.08518763189410261,0.19332077135849407,0.538590164562964,0.0030437243481151372,0.9637033255159435,0.9934748822052014,72,93,92,107,118
Y3_FLOW_DNT.CD25posPercDNT,Y3,FLOW,Immune,DNT.CD25posPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.007724307843684241,0.7619449235516937,0.8819238326703386,0.7984168920099228,0.992485414532811,0.05436621974487817,0.1985727548733181,0.5659027721673842,0.03594953442119586,0.3855152742809985,0.7786970454937215,-0.05031276955050241,0.31057349424457403,0.6325685146311456,5.607068679902059e-4,0.992132872809574,0.9988489047949796,0.021022349844870433,0.7829382600122218,0.9528611321236722,72,93,92,107,118
Y3_FLOW_DNT.CD62LnegCD44negPercDNT,Y3,FLOW,Immune,DNT.CD62LnegCD44negPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.04361565808533546,0.09091252807645801,0.23377507219660634,0.18529295255822678,0.807428078117364,-0.046900652514493546,0.31906911526677995,0.6611923573591943,-0.052066602037706265,0.19572895917174832,0.5683492490061034,-0.057209859552257485,0.22508809742815206,0.5425004653268343,-0.11748393940294717,0.05537673003664619,0.3223555992377128,0.055660785250077595,0.46432177751391157,0.8091489799323313,72,93,92,107,118
Y3_FLOW_DNT.CD62LnegCD44posPercDNT,Y3,FLOW,Immune,DNT.CD62LnegCD44posPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.005571451016422752,0.8247386371635856,0.9263834926018434,0.7373521178313112,0.9910284616491165,0.058082753344139884,0.17536327853162162,0.533391583979813,0.006698445647972845,0.8632185783737856,0.9925311324188524,-0.03357642508062856,0.5260624465089974,0.8024956837608416,0.03132764943571095,0.5961895576391061,0.8391198998197478,-0.04244341295178991,0.5460155110120479,0.872397816470935,72,93,92,107,118
Y3_FLOW_DNT.CD62LposCD44negPercDNT,Y3,FLOW,Immune,DNT.CD62LposCD44negPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.03110890599457177,0.21316208031836284,0.41894991769864814,0.4559204492795327,0.9396125275749886,-0.018641930851362162,0.6694557616521463,0.8971958525319419,0.008653304264040755,0.8192521191278437,0.9925311324188524,0.03818066498858162,0.503354732534979,0.7865609117194946,0.0078123440975236555,0.897017402421386,0.9668102383069221,0.0872591437006523,0.18782229712298773,0.5992648008592136,72,93,92,107,118
Y3_FLOW_DNT.CD62LposCD44posPercDNT,Y3,FLOW,Immune,DNT.CD62LposCD44posPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.04102273614131522,0.10595217647129454,0.2594747178888846,0.7994378938119224,0.992485414532811,1.0852172405606028e-4,0.998004084559944,0.9996347766207173,0.07476569360623671,0.07571571345222312,0.36379107017188306,0.049151402136249175,0.28760965375330416,0.6089122642269745,0.07490103007986444,0.22492355890699042,0.5670608034415674,0.020567976821695734,0.7792965349700134,0.952803292711774,72,93,92,107,118
Y3_FLOW_DNT.NKG2DposPercDNT,Y3,FLOW,Immune,DNT.NKG2DposPercDNT,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.007406945605199926,0.7686457941502323,0.8868989932502679,0.10300508994819514,0.7035260134191147,-0.040976197969506224,0.2727056701794342,0.6225205080873454,-0.011782354144853159,0.7725312998004028,0.9790904708700292,0.07406847891163561,0.13575026020324052,0.4042804889488502,0.092238619179876,0.11047322361255275,0.4301486498497704,-0.1000417168206281,0.2015343865474177,0.5992648008592136,72,93,92,107,118
Y3_FLOW_Eos.PercMyeloid,Y3,FLOW,Immune,Eos.PercMyeloid,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.16352788086884873,3.6304857219388993e-10,1.1364998781721771e-8,0.9540389494287642,0.9944097161284644,0.11995632882253258,0.02369762581917085,0.19673977836458814,0.18405980779903153,2.9007098058988035e-5,0.0018749133381764085,0.18112448352671387,1.2596815407666973e-4,0.0067491859740365845,0.1564328726689313,0.009860012277687047,0.1157339146036709,0.13795171858276117,0.05013334294802235,0.32885769626554784,72,93,92,107,118
Y3_FLOW_Lymph.PercViable,Y3,FLOW,Immune,Lymph.PercViable,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.1279674697200114,6.616424445849942e-7,1.1909564002529894e-5,0.2803843055330531,0.8670001603734809,0.027288361796031495,0.5324242827785726,0.8123922595829215,0.08833264780448304,0.020548932595544762,0.1901459234876928,0.145947601151969,0.0018516945166340325,0.039467393902034076,0.20899489636108645,7.364884165020691e-4,0.026366285310774073,0.1465045297522818,0.1112350718775353,0.5080177858268755,72,93,92,107,118
Y3_FLOW_Mono.CD11CposCD62LposPercMono,Y3,FLOW,Immune,Mono.CD11CposCD62LposPercMono,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,0.031118181980084755,0.21975854392886793,0.4219364043434264,0.9464041884181951,0.9944097161284644,0.06923588449908852,0.1103799873504953,0.43115411064703085,0.030644025672696164,0.49773493004574454,0.8482044942757303,0.0381288716356801,0.4808510292157765,0.7682810826346451,0.015441050442945683,0.7952042702134771,0.9349199630096051,0.026838266531316757,0.6671572452432009,0.9205818561697598,72,93,92,107,118
Y3_FLOW_Mono.InflPercMono,Y3,FLOW,Immune,Mono.InflPercMono,Y3_FLOW_BWTest,Y3_FLOW_AgeInDays,-0.06273085281601945,0.024378420813186696,0.08689338111630902,0.7205439205884315,0.9910284616491165,-0.03334342014456151,0.47535590505146097,0.7981971520419145,0.006160735407831351,0.9106325163650083,0.9925311324188524,-0.05739266772997205,0.26868356300469304,0.5943643100584407,-0.1127136469961554,0.10238369051922866,0.42699827700394993,-0.08810525078558254,0.20223825562689232,0.5992648008592136,72,93,92,107,118
